"","year","station","length","sex","reg_area","fmp"
"6300",2018,2216,54,"F","2B","CAN"
"6301",2018,2216,62,"F","2B","CAN"
"6302",2018,2217,90,"F","2B","CAN"
"6303",2018,2217,86,"F","2B","CAN"
"6304",2018,2217,85,"F","2B","CAN"
"6305",2018,2217,85,"F","2B","CAN"
"6306",2018,2217,92,"F","2B","CAN"
"6307",2018,2218,82,"F","2B","CAN"
"6308",2018,2219,43,"M","2B","CAN"
"6309",2018,2219,61,"M","2B","CAN"
"6310",2018,2219,61,"M","2B","CAN"
"6311",2018,2219,64,"M","2B","CAN"
"6312",2018,2219,56,"M","2B","CAN"
"6313",2018,2220,67,"F","2B","CAN"
"6314",2018,2220,55,"F","2B","CAN"
"6315",2018,2220,60,"M","2B","CAN"
"6316",2018,2220,56,"F","2B","CAN"
"6317",2018,2220,74,"F","2B","CAN"
"6318",2018,2221,80,"F","2B","CAN"
"6319",2018,2221,81,"F","2B","CAN"
"6320",2018,2221,79,"F","2B","CAN"
"6321",2018,2221,74,"M","2B","CAN"
"6322",2018,2221,84,"F","2B","CAN"
"6323",2018,2222,66,"M","2B","CAN"
"6324",2018,2222,62,"M","2B","CAN"
"6325",2018,2222,49,"M","2B","CAN"
"6326",2018,2222,65,"M","2B","CAN"
"6327",2018,2222,63,"M","2B","CAN"
"6328",2018,2223,56,"F","2B","CAN"
"6329",2018,2223,50,"F","2B","CAN"
"6330",2018,2223,62,"M","2B","CAN"
"6331",2018,2223,50,"F","2B","CAN"
"6332",2018,2223,53,"F","2B","CAN"
"6333",2018,2224,62,"F","2B","CAN"
"6334",2018,2224,58,"M","2B","CAN"
"6335",2018,2224,65,"F","2B","CAN"
"6336",2018,2224,54,"F","2B","CAN"
"6337",2018,2224,89,"F","2B","CAN"
"6338",2018,2225,58,"F","2B","CAN"
"6339",2018,2225,62,"F","2B","CAN"
"6340",2018,2225,67,"F","2B","CAN"
"6341",2018,2225,68,"F","2B","CAN"
"6342",2018,2225,72,"F","2B","CAN"
"6343",2018,2226,66,"M","2B","CAN"
"6344",2018,2226,60,"M","2B","CAN"
"6345",2018,2226,64,"F","2B","CAN"
"6346",2018,2226,57,"M","2B","CAN"
"6347",2018,2226,59,"F","2B","CAN"
"6348",2018,2227,67,"M","2B","CAN"
"6349",2018,2227,81,"F","2B","CAN"
"6350",2018,2227,63,"M","2B","CAN"
"6351",2018,2227,71,"F","2B","CAN"
"6352",2018,2227,69,"F","2B","CAN"
"6353",2018,2228,83,"F","2B","CAN"
"6354",2018,2228,65,"F","2B","CAN"
"6355",2018,2228,65,"F","2B","CAN"
"6356",2018,2228,65,"M","2B","CAN"
"6357",2018,2228,74,"F","2B","CAN"
"6358",2018,2229,77,"F","2B","CAN"
"6359",2018,2229,70,"M","2B","CAN"
"6360",2018,2229,78,"F","2B","CAN"
"6361",2018,2229,80,"F","2B","CAN"
"6362",2018,2229,64,"M","2B","CAN"
"6363",2018,2230,59,"M","2B","CAN"
"6364",2018,2230,66,"M","2B","CAN"
"6365",2018,2230,63,"M","2B","CAN"
"6366",2018,2230,80,"F","2B","CAN"
"6367",2018,2230,72,"F","2B","CAN"
"6368",2018,2231,58,"F","2B","CAN"
"6369",2018,2231,80,"F","2B","CAN"
"6370",2018,2231,60,"M","2B","CAN"
"6371",2018,2231,61,"M","2B","CAN"
"6372",2018,2231,59,"M","2B","CAN"
"6373",2018,2232,84,"F","2B","CAN"
"6374",2018,2234,72,"F","2B","CAN"
"6375",2018,2234,69,"F","2B","CAN"
"6376",2018,2234,66,"F","2B","CAN"
"6377",2018,2234,70,"F","2B","CAN"
"6378",2018,2234,72,"F","2B","CAN"
"6379",2018,2235,63,"M","2B","CAN"
"6380",2018,2235,54,"F","2B","CAN"
"6381",2018,2235,74,"F","2B","CAN"
"6382",2018,2235,63,"F","2B","CAN"
"6383",2018,2235,61,"M","2B","CAN"
"6384",2018,2236,67,"F","2B","CAN"
"6385",2018,2236,60,"M","2B","CAN"
"6386",2018,2236,61,"M","2B","CAN"
"6387",2018,2236,63,"M","2B","CAN"
"6388",2018,2236,62,"M","2B","CAN"
"6389",2018,2237,84,"F","2B","CAN"
"6390",2018,2237,74,"F","2B","CAN"
"6391",2018,2237,81,"F","2B","CAN"
"6392",2018,2237,85,"F","2B","CAN"
"6393",2018,2237,85,"F","2B","CAN"
"6394",2018,2238,52,"M","2B","CAN"
"6395",2018,2238,60,"M","2B","CAN"
"6396",2018,2238,66,"F","2B","CAN"
"6397",2018,2238,56,"M","2B","CAN"
"6398",2018,2238,51,"M","2B","CAN"
"6399",2018,2239,53,"F","2B","CAN"
"6400",2018,2239,50,"F","2B","CAN"
"6401",2018,2239,66,"M","2B","CAN"
"6402",2018,2239,60,"M","2B","CAN"
"6403",2018,2239,58,"M","2B","CAN"
"6404",2018,2242,91,"F","2B","CAN"
"6405",2018,2242,79,"F","2B","CAN"
"6406",2018,2242,88,"F","2B","CAN"
"6407",2018,2242,78,"F","2B","CAN"
"6408",2018,2242,76,"F","2B","CAN"
"6409",2018,2243,57,"F","2B","CAN"
"6410",2018,2243,51,"F","2B","CAN"
"6411",2018,2243,54,"M","2B","CAN"
"6412",2018,2243,68,"F","2B","CAN"
"6413",2018,2243,58,"F","2B","CAN"
"6414",2018,2244,57,"F","2B","CAN"
"6415",2018,2244,61,"F","2B","CAN"
"6416",2018,2244,77,"F","2B","CAN"
"6417",2018,2244,47,"M","2B","CAN"
"6418",2018,2244,63,"F","2B","CAN"
"6419",2018,2245,55,"F","2B","CAN"
"6420",2018,2245,58,"M","2B","CAN"
"6421",2018,2245,67,"F","2B","CAN"
"6422",2018,2245,63,"F","2B","CAN"
"6423",2018,2245,68,"F","2B","CAN"
"6424",2018,2246,60,"F","2B","CAN"
"6425",2018,2246,62,"F","2B","CAN"
"6426",2018,2246,60,"M","2B","CAN"
"6427",2018,2246,72,"F","2B","CAN"
"6428",2018,2246,64,"F","2B","CAN"
"6429",2018,2247,71,"M","2B","CAN"
"6430",2018,2247,89,"F","2B","CAN"
"6431",2018,2247,84,"F","2B","CAN"
"6432",2018,2247,70,"M","2B","CAN"
"6433",2018,2247,74,"F","2B","CAN"
"6434",2018,2249,85,"F","2B","CAN"
"6435",2018,2249,76,"F","2B","CAN"
"6436",2018,2249,49,"F","2B","CAN"
"6437",2018,2249,67,"M","2B","CAN"
"6438",2018,2249,44,"M","2B","CAN"
"6439",2018,2250,74,"M","2B","CAN"
"6440",2018,2250,68,"M","2B","CAN"
"6441",2018,2250,67,"M","2B","CAN"
"6442",2018,2250,59,"F","2B","CAN"
"6443",2018,2250,58,"M","2B","CAN"
"6444",2018,2251,48,"M","2B","CAN"
"6445",2018,2251,64,"M","2B","CAN"
"6446",2018,2251,63,"M","2B","CAN"
"6447",2018,2251,57,"F","2B","CAN"
"6448",2018,2251,71,"M","2B","CAN"
"6449",2018,2252,65,"M","2B","CAN"
"6450",2018,2252,70,"M","2B","CAN"
"6451",2018,2252,65,"M","2B","CAN"
"6452",2018,2252,66,"M","2B","CAN"
"6453",2018,2252,71,"M","2B","CAN"
"6454",2018,2254,66,"M","2B","CAN"
"6455",2018,2254,61,"M","2B","CAN"
"6456",2018,2254,60,"M","2B","CAN"
"6457",2018,2254,62,"M","2B","CAN"
"6458",2018,2254,59,"M","2B","CAN"
"6459",2018,2255,66,"M","2B","CAN"
"6460",2018,2255,56,"M","2B","CAN"
"6461",2018,2255,61,"M","2B","CAN"
"6462",2018,2255,57,"M","2B","CAN"
"6463",2018,2255,61,"U","2B","CAN"
"6464",2018,2258,69,"M","2B","CAN"
"6465",2018,2258,66,"F","2B","CAN"
"6466",2018,2258,69,"F","2B","CAN"
"6467",2018,2258,66,"M","2B","CAN"
"6468",2018,2258,64,"M","2B","CAN"
"6469",2018,2259,69,"M","2B","CAN"
"6470",2018,2259,61,"M","2B","CAN"
"6471",2018,2259,65,"M","2B","CAN"
"6472",2018,2259,62,"M","2B","CAN"
"6473",2018,2259,60,"M","2B","CAN"
"6474",2018,2260,72,"M","2B","CAN"
"6475",2018,2260,67,"M","2B","CAN"
"6476",2018,2260,60,"M","2B","CAN"
"6477",2018,2260,66,"M","2B","CAN"
"6478",2018,2260,70,"M","2B","CAN"
"6479",2018,2263,75,"F","2B","CAN"
"6480",2018,2264,73,"M","2B","CAN"
"6481",2018,2264,61,"M","2B","CAN"
"6482",2018,2264,69,"M","2B","CAN"
"6483",2018,2264,70,"M","2B","CAN"
"6484",2018,2264,70,"M","2B","CAN"
"6485",2018,2265,73,"F","2B","CAN"
"6486",2018,2265,67,"M","2B","CAN"
"6487",2018,2265,79,"F","2B","CAN"
"6488",2018,2265,84,"F","2B","CAN"
"6489",2018,2265,66,"F","2B","CAN"
"6490",2018,2266,68,"M","2B","CAN"
"6491",2018,2266,67,"M","2B","CAN"
"6492",2018,2266,75,"M","2B","CAN"
"6493",2018,2266,60,"M","2B","CAN"
"6494",2018,2266,68,"M","2B","CAN"
"6495",2018,2267,55,"F","2B","CAN"
"6496",2018,2267,67,"M","2B","CAN"
"6497",2018,2267,57,"M","2B","CAN"
"6498",2018,2267,58,"M","2B","CAN"
"6499",2018,2267,56,"M","2B","CAN"
"6500",2018,2269,64,"F","2B","CAN"
"6501",2018,2269,67,"M","2B","CAN"
"6502",2018,2269,86,"F","2B","CAN"
"6503",2018,2269,80,"F","2B","CAN"
"6504",2018,2269,71,"M","2B","CAN"
"6505",2018,2270,49,"M","2B","CAN"
"6506",2018,2270,59,"F","2B","CAN"
"6507",2018,2270,60,"M","2B","CAN"
"6508",2018,2270,59,"M","2B","CAN"
"6509",2018,2270,64,"M","2B","CAN"
"6510",2018,2271,85,"F","2B","CAN"
"6511",2018,2272,66,"F","2B","CAN"
"6512",2018,2272,59,"M","2B","CAN"
"6513",2018,2272,62,"F","2B","CAN"
"6514",2018,2272,52,"F","2B","CAN"
"6515",2018,2272,60,"M","2B","CAN"
"6516",2018,2273,74,"F","2B","CAN"
"6517",2018,2273,80,"F","2B","CAN"
"6518",2018,2273,76,"F","2B","CAN"
"6519",2018,2273,58,"F","2B","CAN"
"6520",2018,2273,76,"F","2B","CAN"
"6521",2018,2274,86,"F","2B","CAN"
"6522",2018,2274,76,"F","2B","CAN"
"6523",2018,2274,82,"F","2B","CAN"
"6524",2018,2274,80,"F","2B","CAN"
"6525",2018,2274,74,"F","2B","CAN"
"6526",2018,2275,69,"M","2B","CAN"
"6527",2018,2275,75,"F","2B","CAN"
"6528",2018,2275,72,"F","2B","CAN"
"6529",2018,2275,65,"M","2B","CAN"
"6530",2018,2275,75,"F","2B","CAN"
"6531",2018,2276,71,"F","2B","CAN"
"6532",2018,2276,81,"F","2B","CAN"
"6533",2018,2276,75,"F","2B","CAN"
"6534",2018,2276,81,"F","2B","CAN"
"6535",2018,2276,78,"F","2B","CAN"
"6536",2018,2277,62,"M","2B","CAN"
"6537",2018,2277,63,"M","2B","CAN"
"6538",2018,2277,86,"F","2B","CAN"
"6539",2018,2277,67,"M","2B","CAN"
"6540",2018,2277,82,"F","2B","CAN"
"6541",2018,2278,88,"F","2B","CAN"
"6542",2018,2278,67,"F","2B","CAN"
"6543",2018,2278,87,"F","2B","CAN"
"6544",2018,2278,78,"F","2B","CAN"
"6545",2018,2278,58,"F","2B","CAN"
"6546",2018,2279,61,"F","2B","CAN"
"6547",2018,2279,76,"F","2B","CAN"
"6548",2018,2279,82,"F","2B","CAN"
"6549",2018,2279,71,"F","2B","CAN"
"6550",2018,2279,68,"F","2B","CAN"
"6551",2018,2280,67,"F","2B","CAN"
"6552",2018,2280,63,"M","2B","CAN"
"6553",2018,2280,77,"F","2B","CAN"
"6554",2018,2280,90,"F","2B","CAN"
"6555",2018,2280,82,"F","2B","CAN"
"6556",2018,2283,86,"F","2B","CAN"
"6557",2018,2283,88,"F","2B","CAN"
"6558",2018,2283,79,"F","2B","CAN"
"6559",2018,2283,74,"F","2B","CAN"
"6560",2018,2283,74,"F","2B","CAN"
"6561",2018,2284,68,"M","2B","CAN"
"6562",2018,2284,70,"F","2B","CAN"
"6563",2018,2284,66,"F","2B","CAN"
"6564",2018,2284,87,"F","2B","CAN"
"6565",2018,2284,81,"F","2B","CAN"
"6566",2018,2285,60,"F","2B","CAN"
"6567",2018,2285,66,"M","2B","CAN"
"6568",2018,2285,68,"M","2B","CAN"
"6569",2018,2285,63,"M","2B","CAN"
"6570",2018,2285,70,"M","2B","CAN"
"6571",2018,2286,74,"F","2B","CAN"
"6572",2018,2286,76,"F","2B","CAN"
"6573",2018,2286,77,"F","2B","CAN"
"6574",2018,2286,71,"F","2B","CAN"
"6575",2018,2286,67,"F","2B","CAN"
"6576",2018,2287,79,"F","2B","CAN"
"6577",2018,2287,61,"M","2B","CAN"
"6578",2018,2287,69,"M","2B","CAN"
"6579",2018,2287,74,"M","2B","CAN"
"6580",2018,2287,65,"M","2B","CAN"
"6581",2018,2288,78,"F","2B","CAN"
"6582",2018,2288,82,"F","2B","CAN"
"6583",2018,2288,92,"F","2B","CAN"
"6584",2018,2288,69,"M","2B","CAN"
"6585",2018,2288,69,"F","2B","CAN"
"6586",2018,2289,80,"F","2B","CAN"
"6587",2018,2289,63,"M","2B","CAN"
"6588",2018,2289,71,"F","2B","CAN"
"6589",2018,2289,67,"M","2B","CAN"
"6590",2018,2289,49,"M","2B","CAN"
"6591",2018,2290,100,"F","2B","CAN"
"6592",2018,2290,90,"F","2B","CAN"
"6593",2018,2290,97,"F","2B","CAN"
"6594",2018,2290,75,"F","2B","CAN"
"6595",2018,2290,70,"F","2B","CAN"
"6596",2018,2291,77,"F","2B","CAN"
"6597",2018,2291,66,"M","2B","CAN"
"6598",2018,2291,60,"F","2B","CAN"
"6599",2018,2291,57,"M","2B","CAN"
"6600",2018,2291,57,"F","2B","CAN"
"6601",2018,2292,70,"F","2B","CAN"
"6602",2018,2292,65,"F","2B","CAN"
"6603",2018,2292,71,"F","2B","CAN"
"6604",2018,2292,81,"F","2B","CAN"
"6605",2018,2292,68,"F","2B","CAN"
"6606",2018,2294,65,"M","2B","CAN"
"6607",2018,2294,53,"F","2B","CAN"
"6608",2018,2294,58,"M","2B","CAN"
"6609",2018,2294,63,"F","2B","CAN"
"6610",2018,2294,61,"M","2B","CAN"
"6611",2018,2295,74,"F","2B","CAN"
"6612",2018,2295,72,"F","2B","CAN"
"6613",2018,2295,76,"F","2B","CAN"
"6614",2018,2295,89,"F","2B","CAN"
"6615",2018,2295,88,"F","2B","CAN"
"6616",2018,2296,77,"F","2B","CAN"
"6617",2018,2296,81,"F","2B","CAN"
"6618",2018,2296,62,"F","2B","CAN"
"6619",2018,2296,76,"F","2B","CAN"
"6620",2018,2296,78,"F","2B","CAN"
"6621",2018,2297,84,"F","2B","CAN"
"6622",2018,2297,75,"F","2B","CAN"
"6623",2018,2297,71,"F","2B","CAN"
"6624",2018,2297,78,"M","2B","CAN"
"6625",2018,2297,73,"F","2B","CAN"
"6626",2018,2298,80,"F","2B","CAN"
"6627",2018,2298,75,"F","2B","CAN"
"6628",2018,2298,75,"F","2B","CAN"
"6629",2018,2298,69,"F","2B","CAN"
"6630",2018,2298,81,"F","2B","CAN"
"6631",2018,2299,91,"F","2B","CAN"
"6632",2018,2299,83,"F","2B","CAN"
"6633",2018,2299,88,"F","2B","CAN"
"6634",2018,2299,81,"F","2B","CAN"
"6635",2018,2299,84,"F","2B","CAN"
"6636",2018,2301,67,"F","2B","CAN"
"6637",2018,2301,68,"F","2B","CAN"
"6638",2018,2301,55,"F","2B","CAN"
"6639",2018,2301,68,"F","2B","CAN"
"6640",2018,2301,65,"M","2B","CAN"
"6641",2018,2302,71,"F","2B","CAN"
"6642",2018,2302,75,"M","2B","CAN"
"6643",2018,2302,70,"F","2B","CAN"
"6644",2018,2302,92,"F","2B","CAN"
"6645",2018,2302,71,"F","2B","CAN"
"6646",2018,2303,67,"F","2B","CAN"
"6647",2018,2303,64,"F","2B","CAN"
"6648",2018,2303,71,"F","2B","CAN"
"6649",2018,2304,70,"F","2B","CAN"
"6650",2018,2304,80,"F","2B","CAN"
"6651",2018,2304,84,"F","2B","CAN"
"6652",2018,2304,73,"F","2B","CAN"
"6653",2018,2304,82,"F","2B","CAN"
"6654",2018,2305,66,"F","2B","CAN"
"6655",2018,2305,55,"F","2B","CAN"
"6656",2018,2305,65,"F","2B","CAN"
"6657",2018,2305,55,"F","2B","CAN"
"6658",2018,2305,57,"F","2B","CAN"
"6659",2018,2306,66,"F","2B","CAN"
"6660",2018,2306,69,"F","2B","CAN"
"6661",2018,2306,73,"F","2B","CAN"
"6662",2018,2306,72,"F","2B","CAN"
"6663",2018,2306,57,"F","2B","CAN"
"6664",2018,2307,63,"F","2B","CAN"
"6665",2018,2307,63,"M","2B","CAN"
"6666",2018,2307,63,"F","2B","CAN"
"6667",2018,2307,67,"M","2B","CAN"
"6668",2018,2307,66,"F","2B","CAN"
"6669",2018,2308,73,"F","2B","CAN"
"6670",2018,2308,84,"F","2B","CAN"
"6671",2018,2308,85,"F","2B","CAN"
"6672",2018,2308,90,"F","2B","CAN"
"6673",2018,2308,77,"F","2B","CAN"
"6674",2018,2309,70,"M","2B","CAN"
"6675",2018,2309,91,"F","2B","CAN"
"6676",2018,2309,77,"F","2B","CAN"
"6677",2018,2309,83,"F","2B","CAN"
"6678",2018,2309,84,"F","2B","CAN"
"6679",2018,2311,84,"F","2B","CAN"
"6680",2018,2311,63,"M","2B","CAN"
"6681",2018,2311,57,"F","2B","CAN"
"6682",2018,2311,68,"M","2B","CAN"
"6683",2018,2311,55,"M","2B","CAN"
"6684",2018,2312,65,"M","2B","CAN"
"6685",2018,2312,70,"F","2B","CAN"
"6686",2018,2312,89,"F","2B","CAN"
"6687",2018,2312,87,"F","2B","CAN"
"6688",2018,2312,82,"F","2B","CAN"
"6689",2018,2313,82,"F","2B","CAN"
"6690",2018,2313,69,"M","2B","CAN"
"6691",2018,2313,72,"U","2B","CAN"
"6692",2018,2313,70,"F","2B","CAN"
"6693",2018,2313,61,"M","2B","CAN"
"6694",2018,2314,80,"F","2B","CAN"
"6695",2018,2314,77,"F","2B","CAN"
"6696",2018,2314,68,"F","2B","CAN"
"6697",2018,2314,81,"F","2B","CAN"
"6698",2018,2314,64,"M","2B","CAN"
"6699",2018,2315,66,"M","2B","CAN"
"6700",2018,2315,70,"M","2B","CAN"
"6701",2018,2315,67,"M","2B","CAN"
"6702",2018,2315,65,"M","2B","CAN"
"6703",2018,2315,62,"M","2B","CAN"
"6704",2018,2316,90,"F","2B","CAN"
"6705",2018,2316,68,"M","2B","CAN"
"6706",2018,2316,68,"M","2B","CAN"
"6707",2018,2316,54,"F","2B","CAN"
"6708",2018,2316,85,"F","2B","CAN"
"6709",2018,2317,63,"F","2B","CAN"
"6710",2018,2317,61,"M","2B","CAN"
"6711",2018,2317,65,"M","2B","CAN"
"6712",2018,2317,67,"M","2B","CAN"
"6713",2018,2317,61,"M","2B","CAN"
"6714",2018,2318,71,"M","2B","CAN"
"6715",2018,2318,64,"M","2B","CAN"
"6716",2018,2318,60,"M","2B","CAN"
"6717",2018,2318,62,"F","2B","CAN"
"6718",2018,2318,59,"M","2B","CAN"
"6719",2018,2320,74,"F","2B","CAN"
"6720",2018,2320,93,"F","2B","CAN"
"6721",2018,2320,84,"F","2B","CAN"
"6722",2018,2320,64,"M","2B","CAN"
"6723",2018,2320,64,"F","2B","CAN"
"6724",2018,2321,72,"M","2B","CAN"
"6725",2018,2321,71,"F","2B","CAN"
"6726",2018,2321,68,"M","2B","CAN"
"6727",2018,2321,84,"F","2B","CAN"
"6728",2018,2321,49,"F","2B","CAN"
"6729",2018,2322,57,"F","2B","CAN"
"6730",2018,2322,72,"F","2B","CAN"
"6731",2018,2322,56,"F","2B","CAN"
"6732",2018,2322,71,"F","2B","CAN"
"6733",2018,2322,71,"F","2B","CAN"
"6734",2018,2323,87,"F","2B","CAN"
"6735",2018,2323,75,"F","2B","CAN"
"6736",2018,2323,87,"F","2B","CAN"
"6737",2018,2323,88,"F","2B","CAN"
"6738",2018,2323,81,"F","2B","CAN"
"6739",2018,2324,65,"M","2B","CAN"
"6740",2018,2324,69,"F","2B","CAN"
"6741",2018,2324,77,"F","2B","CAN"
"6742",2018,2326,85,"F","2B","CAN"
"6743",2018,2326,82,"F","2B","CAN"
"6744",2018,2326,69,"F","2B","CAN"
"6745",2018,2326,81,"F","2B","CAN"
"6746",2018,2326,70,"F","2B","CAN"
"6747",2018,2327,86,"F","2B","CAN"
"6748",2018,2327,71,"F","2B","CAN"
"6749",2018,2327,75,"F","2B","CAN"
"6750",2018,2327,80,"F","2B","CAN"
"6751",2018,2327,92,"F","2B","CAN"
"6752",2018,2328,55,"M","2B","CAN"
"6753",2018,2328,51,"F","2B","CAN"
"6754",2018,2328,67,"M","2B","CAN"
"6755",2018,2328,67,"M","2B","CAN"
"6756",2018,2328,69,"M","2B","CAN"
"6757",2018,2329,66,"F","2B","CAN"
"6758",2018,2329,65,"M","2B","CAN"
"6759",2018,2329,57,"M","2B","CAN"
"6760",2018,2329,63,"M","2B","CAN"
"6761",2018,2329,50,"M","2B","CAN"
"6762",2018,2330,68,"M","2B","CAN"
"6763",2018,2330,72,"F","2B","CAN"
"6764",2018,2330,73,"F","2B","CAN"
"6765",2018,2330,72,"M","2B","CAN"
"6766",2018,2330,71,"M","2B","CAN"
"6767",2018,2331,65,"M","2B","CAN"
"6768",2018,2331,68,"M","2B","CAN"
"6769",2018,2331,62,"M","2B","CAN"
"6770",2018,2331,66,"M","2B","CAN"
"6771",2018,2331,65,"M","2B","CAN"
"6772",2018,2332,71,"M","2B","CAN"
"6773",2018,2332,67,"M","2B","CAN"
"6774",2018,2332,63,"M","2B","CAN"
"6775",2018,2332,67,"M","2B","CAN"
"6776",2018,2333,63,"M","2B","CAN"
"6777",2018,2333,65,"M","2B","CAN"
"6778",2018,2333,64,"M","2B","CAN"
"6779",2018,2333,65,"M","2B","CAN"
"6780",2018,2333,66,"M","2B","CAN"
"6781",2018,2334,65,"M","2B","CAN"
"6782",2018,2334,61,"F","2B","CAN"
"6783",2018,2334,71,"F","2B","CAN"
"6784",2018,2334,67,"M","2B","CAN"
"6785",2018,2334,68,"F","2B","CAN"
"6786",2018,2335,68,"M","2B","CAN"
"6787",2018,2336,67,"M","2B","CAN"
"6788",2018,2336,68,"M","2B","CAN"
"6789",2018,2336,66,"M","2B","CAN"
"6790",2018,2336,71,"F","2B","CAN"
"6791",2018,2336,72,"M","2B","CAN"
"6792",2018,2338,61,"F","2B","CAN"
"6793",2018,2338,69,"F","2B","CAN"
"6794",2018,2338,65,"M","2B","CAN"
"6795",2018,2338,59,"M","2B","CAN"
"6796",2018,2338,65,"M","2B","CAN"
"6797",2018,2339,68,"F","2B","CAN"
"6798",2018,2339,55,"M","2B","CAN"
"6799",2018,2339,54,"F","2B","CAN"
"6800",2018,2339,71,"F","2B","CAN"
"6801",2018,2339,64,"M","2B","CAN"
"6802",2018,2340,51,"F","2B","CAN"
"6803",2018,2340,42,"M","2B","CAN"
"6804",2018,2340,55,"F","2B","CAN"
"6805",2018,2340,50,"F","2B","CAN"
"6806",2018,2340,49,"M","2B","CAN"
"6807",2018,2341,80,"F","2B","CAN"
"6808",2018,2341,88,"F","2B","CAN"
"6809",2018,2341,82,"F","2B","CAN"
"6810",2018,2341,65,"F","2B","CAN"
"6811",2018,2341,80,"F","2B","CAN"
"6812",2018,2342,82,"F","2B","CAN"
"6813",2018,2342,78,"F","2B","CAN"
"6814",2018,2342,89,"F","2B","CAN"
"6815",2018,2342,84,"F","2B","CAN"
"6816",2018,2342,89,"F","2B","CAN"
"6817",2018,2343,67,"M","2B","CAN"
"6818",2018,2343,63,"M","2B","CAN"
"6819",2018,2343,65,"M","2B","CAN"
"6820",2018,2343,67,"F","2B","CAN"
"6821",2018,2343,55,"U","2B","CAN"
"6822",2019,2001,69,"M","2B","CAN"
"6823",2019,2001,69,"M","2B","CAN"
"6824",2019,2001,54,"F","2B","CAN"
"6825",2019,2001,66,"M","2B","CAN"
"6826",2019,2001,61,"M","2B","CAN"
"6827",2019,2002,59,"F","2B","CAN"
"6828",2019,2002,62,"M","2B","CAN"
"6829",2019,2002,73,"M","2B","CAN"
"6830",2019,2002,54,"M","2B","CAN"
"6831",2019,2002,53,"F","2B","CAN"
"6832",2019,2003,69,"M","2B","CAN"
"6833",2019,2003,62,"F","2B","CAN"
"6834",2019,2003,73,"M","2B","CAN"
"6835",2019,2003,67,"M","2B","CAN"
"6836",2019,2004,67,"M","2B","CAN"
"6837",2019,2004,64,"M","2B","CAN"
"6838",2019,2004,71,"M","2B","CAN"
"6839",2019,2004,65,"M","2B","CAN"
"6840",2019,2004,64,"M","2B","CAN"
"6841",2019,2005,59,"M","2B","CAN"
"6842",2019,2005,74,"F","2B","CAN"
"6843",2019,2005,90,"F","2B","CAN"
"6844",2019,2005,70,"M","2B","CAN"
"6845",2019,2005,79,"F","2B","CAN"
"6846",2019,2006,58,"F","2B","CAN"
"6847",2019,2006,56,"F","2B","CAN"
"6848",2019,2006,59,"M","2B","CAN"
"6849",2019,2006,78,"F","2B","CAN"
"6850",2019,2006,52,"M","2B","CAN"
"6851",2019,2006,56,"M","2B","CAN"
"6852",2019,2006,57,"M","2B","CAN"
"6853",2019,2006,58,"M","2B","CAN"
"6854",2019,2006,59,"M","2B","CAN"
"6855",2019,2006,57,"M","2B","CAN"
"6856",2019,2007,86,"F","2B","CAN"
"6857",2019,2007,75,"F","2B","CAN"
"6858",2019,2007,93,"F","2B","CAN"
"6859",2019,2007,88,"F","2B","CAN"
"6860",2019,2007,89,"F","2B","CAN"
"6861",2019,2008,79,"F","2B","CAN"
"6862",2019,2008,84,"F","2B","CAN"
"6863",2019,2008,64,"M","2B","CAN"
"6864",2019,2008,71,"M","2B","CAN"
"6865",2019,2008,80,"F","2B","CAN"
"6866",2019,2009,69,"M","2B","CAN"
"6867",2019,2009,65,"M","2B","CAN"
"6868",2019,2009,69,"M","2B","CAN"
"6869",2019,2009,65,"M","2B","CAN"
"6870",2019,2009,67,"M","2B","CAN"
"6871",2019,2010,85,"F","2B","CAN"
"6872",2019,2010,84,"F","2B","CAN"
"6873",2019,2010,73,"F","2B","CAN"
"6874",2019,2010,68,"M","2B","CAN"
"6875",2019,2010,75,"F","2B","CAN"
"6876",2019,2011,57,"M","2B","CAN"
"6877",2019,2011,57,"M","2B","CAN"
"6878",2019,2011,58,"M","2B","CAN"
"6879",2019,2011,52,"M","2B","CAN"
"6880",2019,2011,56,"M","2B","CAN"
"6881",2019,2012,75,"F","2B","CAN"
"6882",2019,2012,78,"F","2B","CAN"
"6883",2019,2012,80,"F","2B","CAN"
"6884",2019,2012,79,"F","2B","CAN"
"6885",2019,2012,76,"F","2B","CAN"
"6886",2019,2013,75,"F","2B","CAN"
"6887",2019,2013,87,"F","2B","CAN"
"6888",2019,2013,87,"F","2B","CAN"
"6889",2019,2013,83,"F","2B","CAN"
"6890",2019,2013,84,"F","2B","CAN"
"6891",2019,2014,83,"F","2B","CAN"
"6892",2019,2014,78,"F","2B","CAN"
"6893",2019,2014,87,"F","2B","CAN"
"6894",2019,2014,68,"M","2B","CAN"
"6895",2019,2014,64,"M","2B","CAN"
"6896",2019,2015,65,"F","2B","CAN"
"6897",2019,2015,55,"F","2B","CAN"
"6898",2019,2015,62,"F","2B","CAN"
"6899",2019,2015,53,"F","2B","CAN"
"6900",2019,2015,61,"M","2B","CAN"
"6901",2019,2016,88,"F","2B","CAN"
"6902",2019,2016,81,"F","2B","CAN"
"6903",2019,2016,86,"F","2B","CAN"
"6904",2019,2016,87,"F","2B","CAN"
"6905",2019,2016,78,"F","2B","CAN"
"6906",2019,2017,61,"M","2B","CAN"
