"","year","station","length","sex","reg_area","fmp"
"1",2021,2040,81,"F","2B","CAN"
"2",2021,2040,88,"F","2B","CAN"
"3",2021,2041,81,"F","2B","CAN"
"4",2021,2100,85,"F","2B","CAN"
"5",2021,2100,68,"M","2B","CAN"
"6",2021,2100,83,"F","2B","CAN"
"7",2021,2101,68,"F","2B","CAN"
"8",2021,2101,67,"M","2B","CAN"
"9",2021,2101,73,"F","2B","CAN"
"10",2021,2276,80,"F","2B","CAN"
"11",2021,2276,70,"M","2B","CAN"
"12",2021,2276,63,"M","2B","CAN"
"13",2021,2278,82,"F","2B","CAN"
"14",2021,2278,64,"M","2B","CAN"
"15",2021,2278,67,"F","2B","CAN"
"16",2021,2280,59,"F","2B","CAN"
"17",2021,2280,67,"M","2B","CAN"
"18",2021,2280,54,"F","2B","CAN"
"19",2021,2115,82,"F","2B","CAN"
"20",2021,2115,87,"F","2B","CAN"
"21",2021,2115,91,"F","2B","CAN"
"22",2021,2116,58,"F","2B","CAN"
"23",2021,2116,58,"M","2B","CAN"
"24",2021,2116,58,"F","2B","CAN"
"25",2021,2111,60,"M","2B","CAN"
"26",2021,2111,80,"F","2B","CAN"
"27",2021,2111,58,"M","2B","CAN"
"28",2021,2110,81,"F","2B","CAN"
"29",2021,2110,66,"F","2B","CAN"
"30",2021,2110,66,"M","2B","CAN"
"31",2021,2108,62,"F","2B","CAN"
"32",2021,2108,65,"M","2B","CAN"
"33",2021,2108,69,"M","2B","CAN"
"34",2021,2102,79,"F","2B","CAN"
"35",2021,2102,62,"M","2B","CAN"
"36",2021,2102,82,"F","2B","CAN"
"37",2021,2109,80,"F","2B","CAN"
"38",2021,2109,62,"M","2B","CAN"
"39",2021,2109,84,"F","2B","CAN"
"40",2021,2095,54,"F","2B","CAN"
"41",2021,2095,76,"F","2B","CAN"
"42",2021,2095,57,"M","2B","CAN"
"43",2021,2089,59,"M","2B","CAN"
"44",2021,2089,64,"M","2B","CAN"
"45",2021,2089,60,"F","2B","CAN"
"46",2021,2209,88,"F","2B","CAN"
"47",2021,2209,84,"F","2B","CAN"
"48",2021,2209,80,"F","2B","CAN"
"49",2021,2208,66,"M","2B","CAN"
"50",2021,2208,71,"M","2B","CAN"
"51",2021,2208,88,"M","2B","CAN"
"52",2021,2213,82,"F","2B","CAN"
"53",2021,2213,80,"F","2B","CAN"
"54",2021,2213,84,"F","2B","CAN"
"55",2021,2012,81,"F","2B","CAN"
"56",2021,2012,79,"F","2B","CAN"
"57",2021,2012,80,"F","2B","CAN"
"58",2021,2016,83,"F","2B","CAN"
"59",2021,2016,79,"F","2B","CAN"
"60",2021,2016,87,"F","2B","CAN"
"61",2021,2014,76,"F","2B","CAN"
"62",2021,2014,81,"F","2B","CAN"
"63",2021,2014,82,"F","2B","CAN"
"64",2021,2010,87,"F","2B","CAN"
"65",2021,2010,75,"F","2B","CAN"
"66",2021,2010,81,"F","2B","CAN"
"67",2021,2002,68,"F","2B","CAN"
"68",2021,2002,56,"F","2B","CAN"
"69",2021,2002,65,"M","2B","CAN"
"70",2021,2205,68,"M","2B","CAN"
"71",2021,2205,67,"M","2B","CAN"
"72",2021,2205,60,"M","2B","CAN"
"73",2021,2011,64,"M","2B","CAN"
"74",2021,2011,74,"F","2B","CAN"
"75",2021,2011,73,"M","2B","CAN"
"76",2021,2017,84,"F","2B","CAN"
"77",2021,2017,89,"F","2B","CAN"
"78",2021,2017,78,"F","2B","CAN"
"79",2021,2019,78,"F","2B","CAN"
"80",2021,2019,77,"F","2B","CAN"
"81",2021,2019,78,"F","2B","CAN"
"82",2021,2221,82,"F","2B","CAN"
"83",2021,2221,73,"F","2B","CAN"
"84",2021,2221,82,"F","2B","CAN"
"85",2021,2023,86,"F","2B","CAN"
"86",2021,2023,89,"F","2B","CAN"
"87",2021,2023,83,"F","2B","CAN"
"88",2021,2027,67,"F","2B","CAN"
"89",2021,2027,86,"F","2B","CAN"
"90",2021,2027,85,"F","2B","CAN"
"91",2021,2020,76,"F","2B","CAN"
"92",2021,2020,75,"F","2B","CAN"
"93",2021,2020,86,"F","2B","CAN"
"94",2021,2018,55,"M","2B","CAN"
"95",2021,2018,57,"F","2B","CAN"
"96",2021,2018,75,"F","2B","CAN"
"97",2021,2218,81,"F","2B","CAN"
"98",2021,2026,88,"F","2B","CAN"
"99",2021,2026,72,"F","2B","CAN"
"100",2021,2026,92,"F","2B","CAN"
"101",2021,2029,90,"F","2B","CAN"
"102",2021,2029,70,"F","2B","CAN"
"103",2021,2029,67,"F","2B","CAN"
"104",2021,2033,61,"M","2B","CAN"
"105",2021,2033,61,"F","2B","CAN"
"106",2021,2033,82,"F","2B","CAN"
"107",2021,2037,87,"F","2B","CAN"
"108",2021,2037,91,"F","2B","CAN"
"109",2021,2037,80,"F","2B","CAN"
"110",2021,2247,70,"F","2B","CAN"
"111",2021,2247,69,"F","2B","CAN"
"112",2021,2247,87,"F","2B","CAN"
"113",2021,2266,76,"M","2B","CAN"
"114",2021,2266,70,"M","2B","CAN"
"115",2021,2266,74,"M","2B","CAN"
"116",2021,2267,67,"M","2B","CAN"
"117",2021,2267,74,"M","2B","CAN"
"118",2021,2267,75,"M","2B","CAN"
"119",2021,2270,74,"M","2B","CAN"
"120",2021,2270,70,"M","2B","CAN"
"121",2021,2270,73,"M","2B","CAN"
"122",2021,2272,67,"M","2B","CAN"
"123",2021,2272,75,"M","2B","CAN"
"124",2021,2272,77,"M","2B","CAN"
"125",2021,2275,83,"M","2B","CAN"
"126",2021,2275,65,"M","2B","CAN"
"127",2021,2275,71,"M","2B","CAN"
"128",2021,2268,88,"F","2B","CAN"
"129",2021,2268,80,"M","2B","CAN"
"130",2021,2268,96,"F","2B","CAN"
"131",2021,2073,92,"F","2B","CAN"
"132",2021,2073,83,"F","2B","CAN"
"133",2021,2073,77,"M","2B","CAN"
"134",2021,2078,84,"F","2B","CAN"
"135",2021,2078,75,"M","2B","CAN"
"136",2021,2078,70,"M","2B","CAN"
"137",2021,2066,76,"M","2B","CAN"
"138",2021,2066,74,"M","2B","CAN"
"139",2021,2066,86,"F","2B","CAN"
"140",2021,2065,82,"F","2B","CAN"
"141",2021,2058,71,"M","2B","CAN"
"142",2021,2058,61,"M","2B","CAN"
"143",2021,2057,70,"M","2B","CAN"
"144",2021,2057,82,"M","2B","CAN"
"145",2021,2057,70,"M","2B","CAN"
"146",2021,2264,74,"M","2B","CAN"
"147",2021,2264,71,"M","2B","CAN"
"148",2021,2264,75,"F","2B","CAN"
"149",2021,2072,71,"M","2B","CAN"
"150",2021,2072,77,"M","2B","CAN"
"151",2021,2072,81,"F","2B","CAN"
"152",2021,2071,77,"M","2B","CAN"
"153",2021,2071,69,"F","2B","CAN"
"154",2021,2071,68,"M","2B","CAN"
"155",2021,2077,67,"M","2B","CAN"
"156",2021,2077,71,"M","2B","CAN"
"157",2021,2077,66,"M","2B","CAN"
"158",2021,2130,79,"M","2B","CAN"
"159",2021,2130,75,"M","2B","CAN"
"160",2021,2130,97,"F","2B","CAN"
"161",2021,2129,68,"M","2B","CAN"
"162",2021,2129,73,"M","2B","CAN"
"163",2021,2129,78,"M","2B","CAN"
"164",2021,2132,75,"M","2B","CAN"
"165",2021,2132,55,"F","2B","CAN"
"166",2021,2132,66,"M","2B","CAN"
"167",2021,2287,78,"M","2B","CAN"
"168",2021,2287,96,"F","2B","CAN"
"169",2021,2287,93,"F","2B","CAN"
"170",2021,2285,102,"F","2B","CAN"
"171",2021,2285,71,"F","2B","CAN"
"172",2021,2285,77,"M","2B","CAN"
"173",2021,2288,77,"F","2B","CAN"
"174",2021,2288,77,"F","2B","CAN"
"175",2021,2288,85,"F","2B","CAN"
"176",2021,2296,88,"F","2B","CAN"
"177",2021,2296,77,"F","2B","CAN"
"178",2021,2296,83,"F","2B","CAN"
"179",2021,2295,89,"F","2B","CAN"
"180",2021,2295,99,"F","2B","CAN"
"181",2021,2295,80,"F","2B","CAN"
"182",2021,2304,81,"F","2B","CAN"
"183",2021,2304,79,"F","2B","CAN"
"184",2021,2304,61,"F","2B","CAN"
"185",2021,2302,80,"F","2B","CAN"
"186",2021,2302,64,"M","2B","CAN"
"187",2021,2302,87,"F","2B","CAN"
"188",2021,2308,67,"F","2B","CAN"
"189",2021,2308,66,"F","2B","CAN"
"190",2021,2308,85,"F","2B","CAN"
"191",2021,2147,71,"M","2B","CAN"
"192",2021,2147,64,"F","2B","CAN"
"193",2021,2147,63,"F","2B","CAN"
"194",2021,2148,71,"M","2B","CAN"
"195",2021,2148,73,"F","2B","CAN"
"196",2021,2148,62,"F","2B","CAN"
"197",2021,2315,70,"M","2B","CAN"
"198",2021,2315,65,"M","2B","CAN"
"199",2021,2315,68,"F","2B","CAN"
"200",2021,2317,71,"M","2B","CAN"
"201",2021,2317,72,"M","2B","CAN"
"202",2021,2317,70,"M","2B","CAN"
"203",2021,2141,97,"F","2B","CAN"
"204",2021,2142,62,"F","2B","CAN"
"205",2021,2142,99,"F","2B","CAN"
"206",2021,2142,94,"F","2B","CAN"
"207",2021,2309,66,"M","2B","CAN"
"208",2021,2309,74,"M","2B","CAN"
"209",2021,2309,71,"F","2B","CAN"
"210",2021,2312,78,"F","2B","CAN"
"211",2021,2312,74,"F","2B","CAN"
"212",2021,2312,60,"F","2B","CAN"
"213",2021,2314,72,"F","2B","CAN"
"214",2021,2314,71,"M","2B","CAN"
"215",2021,2314,59,"M","2B","CAN"
"216",2021,2153,67,"M","2B","CAN"
"217",2021,2153,59,"M","2B","CAN"
"218",2021,2153,75,"M","2B","CAN"
"219",2021,2162,50,"F","2B","CAN"
"220",2021,2162,62,"M","2B","CAN"
"221",2021,2162,70,"F","2B","CAN"
"222",2021,2161,66,"F","2B","CAN"
"223",2021,2161,55,"F","2B","CAN"
"224",2021,2161,65,"M","2B","CAN"
"225",2021,2343,69,"M","2B","CAN"
"226",2021,2343,78,"F","2B","CAN"
"227",2021,2343,75,"M","2B","CAN"
"228",2021,2316,73,"M","2B","CAN"
"229",2021,2316,82,"F","2B","CAN"
"230",2021,2316,66,"NULL","2B","CAN"
"231",2021,2320,67,"M","2B","CAN"
"232",2021,2320,76,"M","2B","CAN"
"233",2021,2320,63,"M","2B","CAN"
"234",2021,2087,63,"M","2B","CAN"
"235",2021,2087,60,"M","2B","CAN"
"236",2021,2087,56,"F","2B","CAN"
"237",2021,2090,76,"F","2B","CAN"
"238",2021,2090,59,"F","2B","CAN"
"239",2021,2090,71,"F","2B","CAN"
"240",2021,2088,74,"F","2B","CAN"
"241",2021,2088,86,"F","2B","CAN"
"242",2021,2088,67,"F","2B","CAN"
"243",2021,2091,62,"M","2B","CAN"
"244",2021,2091,65,"M","2B","CAN"
"245",2021,2091,87,"F","2B","CAN"
"246",2021,2092,64,"M","2B","CAN"
"247",2021,2092,73,"F","2B","CAN"
"248",2021,2092,72,"F","2B","CAN"
"249",2021,2093,66,"M","2B","CAN"
"250",2021,2093,69,"F","2B","CAN"
"251",2021,2093,65,"M","2B","CAN"
"252",2021,2271,80,"F","2B","CAN"
"253",2021,2271,85,"F","2B","CAN"
"254",2021,2274,77,"F","2B","CAN"
"255",2021,2274,86,"F","2B","CAN"
"256",2021,2274,70,"F","2B","CAN"
"257",2021,2273,76,"F","2B","CAN"
"258",2021,2273,85,"F","2B","CAN"
"259",2021,2273,82,"F","2B","CAN"
"260",2021,2107,86,"F","2B","CAN"
"261",2021,2107,72,"F","2B","CAN"
"262",2021,2107,69,"M","2B","CAN"
"263",2021,2099,87,"F","2B","CAN"
"264",2021,2099,78,"F","2B","CAN"
"265",2021,2099,66,"M","2B","CAN"
"266",2021,2098,85,"F","2B","CAN"
"267",2021,2098,69,"M","2B","CAN"
"268",2021,2098,64,"M","2B","CAN"
"269",2021,2104,83,"F","2B","CAN"
"270",2021,2104,64,"M","2B","CAN"
"271",2021,2104,64,"M","2B","CAN"
"272",2021,2096,64,"F","2B","CAN"
"273",2021,2096,86,"F","2B","CAN"
"274",2021,2096,65,"M","2B","CAN"
"275",2021,2103,62,"F","2B","CAN"
"276",2021,2103,59,"M","2B","CAN"
"277",2021,2103,64,"F","2B","CAN"
"278",2021,2324,73,"F","2B","CAN"
"279",2021,2324,87,"F","2B","CAN"
"280",2021,2324,75,"F","2B","CAN"
"281",2021,2322,91,"F","2B","CAN"
"282",2021,2322,68,"M","2B","CAN"
"283",2021,2318,63,"M","2B","CAN"
"284",2021,2318,94,"F","2B","CAN"
"285",2021,2318,73,"F","2B","CAN"
"286",2021,2305,73,"M","2B","CAN"
"287",2021,2305,76,"F","2B","CAN"
"288",2021,2305,66,"M","2B","CAN"
"289",2021,2297,83,"F","2B","CAN"
"290",2021,2297,80,"F","2B","CAN"
"291",2021,2297,92,"F","2B","CAN"
"292",2021,2086,79,"F","2B","CAN"
"293",2021,2086,86,"F","2B","CAN"
"294",2021,2086,75,"M","2B","CAN"
"295",2021,2083,69,"F","2B","CAN"
"296",2021,2083,78,"F","2B","CAN"
"297",2021,2083,94,"F","2B","CAN"
"298",2021,2084,67,"M","2B","CAN"
"299",2021,2084,78,"F","2B","CAN"
"300",2021,2084,75,"F","2B","CAN"
"301",2021,2059,69,"M","2B","CAN"
"302",2021,2059,60,"F","2B","CAN"
"303",2021,2052,63,"M","2B","CAN"
"304",2021,2052,63,"M","2B","CAN"
"305",2021,2052,67,"M","2B","CAN"
"306",2021,2299,67,"M","2B","CAN"
"307",2021,2137,71,"F","2B","CAN"
"308",2021,2137,68,"M","2B","CAN"
"309",2021,2137,75,"M","2B","CAN"
"310",2021,2140,73,"F","2B","CAN"
"311",2021,2140,62,"M","2B","CAN"
"312",2021,2145,85,"NULL","2B","CAN"
"313",2021,2145,64,"NULL","2B","CAN"
"314",2021,2145,65,"F","2B","CAN"
"315",2021,2311,52,"F","2B","CAN"
"316",2021,2311,68,"F","2B","CAN"
"317",2021,2311,63,"M","2B","CAN"
"318",2021,2313,63,"M","2B","CAN"
"319",2021,2313,74,"F","2B","CAN"
"320",2021,2313,67,"F","2B","CAN"
"321",2021,2327,82,"F","2B","CAN"
"322",2021,2327,63,"M","2B","CAN"
"323",2021,2327,62,"M","2B","CAN"
"324",2021,2328,59,"M","2B","CAN"
"325",2021,2328,60,"F","2B","CAN"
"326",2021,2328,60,"M","2B","CAN"
"327",2021,2154,58,"M","2B","CAN"
"328",2021,2154,64,"M","2B","CAN"
"329",2021,2154,58,"M","2B","CAN"
"330",2021,2163,51,"NULL","2B","CAN"
"331",2021,2163,61,"M","2B","CAN"
"332",2021,2163,61,"M","2B","CAN"
"333",2021,2164,61,"M","2B","CAN"
"334",2021,2164,90,"F","2B","CAN"
"335",2021,2164,63,"F","2B","CAN"
"336",2021,2155,68,"M","2B","CAN"
"337",2021,2155,59,"M","2B","CAN"
"338",2021,2155,63,"M","2B","CAN"
"339",2021,2326,59,"F","2B","CAN"
"340",2021,2165,66,"M","2B","CAN"
"341",2021,2167,86,"F","2B","CAN"
"342",2021,2167,73,"F","2B","CAN"
"343",2021,2167,67,"M","2B","CAN"
"344",2021,3005,64,"M","2B","CAN"
"345",2021,3005,55,"F","2B","CAN"
"346",2021,3005,61,"M","2B","CAN"
"347",2021,3204,65,"M","2B","CAN"
"348",2021,3204,69,"M","2B","CAN"
"349",2021,3204,59,"F","2B","CAN"
"350",2021,3210,63,"F","2B","CAN"
"351",2021,3210,62,"F","2B","CAN"
"352",2021,2335,55,"M","2B","CAN"
"353",2021,2334,61,"M","2B","CAN"
"354",2021,2334,58,"M","2B","CAN"
"355",2021,2334,58,"M","2B","CAN"
"356",2021,3008,65,"M","2B","CAN"
"357",2021,3008,69,"M","2B","CAN"
"358",2021,3008,62,"M","2B","CAN"
"359",2021,3009,39,"F","2B","CAN"
"360",2021,3009,56,"M","2B","CAN"
"361",2021,3009,58,"M","2B","CAN"
"362",2021,2170,51,"F","2B","CAN"
"363",2021,2170,45,"M","2B","CAN"
"364",2021,2170,71,"M","2B","CAN"
"365",2021,2172,60,"M","2B","CAN"
"366",2021,2172,67,"M","2B","CAN"
"367",2021,2171,70,"M","2B","CAN"
"368",2021,2171,66,"M","2B","CAN"
"369",2021,2171,62,"M","2B","CAN"
"370",2021,2160,51,"M","2B","CAN"
"371",2021,2160,61,"M","2B","CAN"
"372",2021,2160,59,"M","2B","CAN"
"373",2021,2333,56,"M","2B","CAN"
"374",2021,2333,59,"M","2B","CAN"
"375",2021,2333,71,"M","2B","CAN"
"376",2021,2159,66,"M","2B","CAN"
"377",2021,2159,60,"M","2B","CAN"
"378",2021,2159,54,"M","2B","CAN"
"379",2021,2332,68,"M","2B","CAN"
"380",2021,2332,66,"M","2B","CAN"
"381",2021,2332,65,"M","2B","CAN"
"382",2021,2290,70,"F","2B","CAN"
"383",2021,2290,70,"F","2B","CAN"
"384",2021,2290,76,"F","2B","CAN"
"385",2021,2290,67,"F","2B","CAN"
"386",2021,2290,70,"F","2B","CAN"
"387",2021,2293,71,"M","2B","CAN"
"388",2021,2293,53,"M","2B","CAN"
"389",2021,2293,66,"M","2B","CAN"
"390",2021,2143,77,"F","2B","CAN"
"391",2021,2143,79,"F","2B","CAN"
"392",2021,2143,68,"F","2B","CAN"
"393",2021,2144,82,"F","2B","CAN"
"394",2021,2146,89,"F","2B","CAN"
"395",2021,2146,74,"M","2B","CAN"
"396",2021,2146,69,"M","2B","CAN"
"397",2021,2321,72,"M","2B","CAN"
"398",2021,2321,69,"M","2B","CAN"
"399",2021,2321,66,"M","2B","CAN"
"400",2021,2151,73,"F","2B","CAN"
"401",2021,2323,65,"M","2B","CAN"
"402",2021,2323,64,"M","2B","CAN"
"403",2021,2323,71,"M","2B","CAN"
"404",2021,2156,77,"F","2B","CAN"
"405",2021,2330,71,"M","2B","CAN"
"406",2021,2330,54,"F","2B","CAN"
"407",2021,2168,66,"M","2B","CAN"
"408",2021,2168,58,"M","2B","CAN"
"409",2021,2168,54,"F","2B","CAN"
"410",2021,2157,87,"F","2B","CAN"
"411",2021,2157,68,"F","2B","CAN"
"412",2021,2157,67,"F","2B","CAN"
"413",2021,2331,62,"M","2B","CAN"
"414",2021,2331,63,"M","2B","CAN"
"415",2021,2331,65,"M","2B","CAN"
"416",2021,2169,66,"M","2B","CAN"
"417",2021,2169,66,"M","2B","CAN"
"418",2021,2169,67,"M","2B","CAN"
"419",2021,2158,74,"NULL","2B","CAN"
"420",2021,2158,67,"M","2B","CAN"
"421",2021,2158,74,"F","2B","CAN"
"422",2021,2152,63,"F","2B","CAN"
"423",2021,2152,64,"M","2B","CAN"
"424",2021,2152,68,"M","2B","CAN"
"425",2021,2139,61,"M","2B","CAN"
"426",2021,2139,61,"M","2B","CAN"
"427",2021,2292,77,"F","2B","CAN"
"428",2021,2292,62,"M","2B","CAN"
"429",2021,2292,64,"M","2B","CAN"
"430",2021,2289,63,"M","2B","CAN"
"431",2021,2289,62,"M","2B","CAN"
"432",2021,2289,65,"M","2B","CAN"
"433",2021,2136,62,"M","2B","CAN"
"434",2021,2136,56,"F","2B","CAN"
"435",2021,2136,44,"F","2B","CAN"
"436",2021,2135,79,"F","2B","CAN"
"437",2021,2135,59,"M","2B","CAN"
"438",2021,2135,74,"F","2B","CAN"
"439",2021,2133,54,"F","2B","CAN"
"440",2021,2133,83,"F","2B","CAN"
"441",2021,2133,68,"M","2B","CAN"
"442",2021,2134,72,"M","2B","CAN"
"443",2021,2134,72,"F","2B","CAN"
"444",2021,2134,61,"M","2B","CAN"
"445",2021,2131,69,"M","2B","CAN"
"446",2021,2131,70,"M","2B","CAN"
"447",2021,2131,70,"M","2B","CAN"
"448",2021,2085,70,"M","2B","CAN"
"449",2021,2085,67,"M","2B","CAN"
"450",2021,2085,66,"M","2B","CAN"
"451",2021,2081,63,"M","2B","CAN"
"452",2021,2081,69,"M","2B","CAN"
"453",2021,2081,63,"M","2B","CAN"
"454",2021,2082,53,"M","2B","CAN"
"455",2021,2061,65,"M","2B","CAN"
"456",2021,2061,66,"M","2B","CAN"
"457",2021,2060,59,"M","2B","CAN"
"458",2021,2060,71,"M","2B","CAN"
"459",2021,2060,57,"M","2B","CAN"
"460",2021,2053,64,"M","2B","CAN"
"461",2021,2257,67,"F","2B","CAN"
"462",2021,2046,61,"M","2B","CAN"
"463",2021,2045,67,"M","2B","CAN"
"464",2021,2045,81,"F","2B","CAN"
"465",2021,2045,66,"F","2B","CAN"
"466",2021,2048,67,"M","2B","CAN"
"467",2021,2048,77,"F","2B","CAN"
"468",2021,2048,83,"F","2B","CAN"
"469",2021,2063,71,"M","2B","CAN"
"470",2021,2063,59,"M","2B","CAN"
"471",2021,2063,88,"F","2B","CAN"
"472",2021,2070,71,"F","2B","CAN"
"473",2021,2070,83,"F","2B","CAN"
"474",2021,2070,68,"M","2B","CAN"
"475",2021,2079,56,"F","2B","CAN"
"476",2021,2079,57,"M","2B","CAN"
"477",2021,2079,64,"M","2B","CAN"
"478",2021,2269,85,"F","2B","CAN"
"479",2021,2269,88,"F","2B","CAN"
"480",2021,2269,85,"F","2B","CAN"
"481",2021,2049,54,"F","2B","CAN"
"482",2021,2050,77,"F","2B","CAN"
"483",2021,2050,90,"F","2B","CAN"
"484",2021,2258,79,"F","2B","CAN"
"485",2021,2067,64,"M","2B","CAN"
"486",2021,2067,55,"F","2B","CAN"
"487",2021,2067,66,"M","2B","CAN"
"488",2021,2068,78,"F","2B","CAN"
"489",2021,2068,72,"M","2B","CAN"
"490",2021,2068,78,"F","2B","CAN"
"491",2021,2054,63,"M","2B","CAN"
"492",2021,2054,63,"M","2B","CAN"
"493",2021,2054,55,"F","2B","CAN"
"494",2021,2055,68,"M","2B","CAN"
"495",2021,2055,68,"M","2B","CAN"
"496",2021,2055,58,"M","2B","CAN"
"497",2021,2062,68,"M","2B","CAN"
"498",2021,2062,75,"F","2B","CAN"
"499",2021,2062,62,"M","2B","CAN"
"500",2021,2069,85,"F","2B","CAN"
"501",2021,2069,87,"F","2B","CAN"
"502",2021,2069,86,"F","2B","CAN"
"503",2021,2075,67,"M","2B","CAN"
"504",2021,2075,62,"M","2B","CAN"
"505",2021,2075,68,"M","2B","CAN"
"506",2021,2075,54,"F","2B","CAN"
"507",2021,2076,60,"F","2B","CAN"
"508",2021,2076,55,"F","2B","CAN"
"509",2021,2076,64,"M","2B","CAN"
"510",2021,2080,67,"M","2B","CAN"
"511",2021,2080,64,"M","2B","CAN"
"512",2021,2080,61,"M","2B","CAN"
"513",2021,2074,68,"M","2B","CAN"
"514",2021,2074,60,"M","2B","CAN"
"515",2021,2074,62,"M","2B","CAN"
"516",2021,2074,56,"M","2B","CAN"
"517",2011,2001,60,"M","2B","CAN"
"518",2011,2001,65,"M","2B","CAN"
"519",2011,2001,61,"M","2B","CAN"
"520",2011,2002,73,"F","2B","CAN"
"521",2011,2002,69,"M","2B","CAN"
"522",2011,2002,86,"F","2B","CAN"
"523",2011,2003,69,"M","2B","CAN"
"524",2011,2003,70,"M","2B","CAN"
"525",2011,2003,64,"F","2B","CAN"
"526",2011,2004,61,"M","2B","CAN"
"527",2011,2004,64,"M","2B","CAN"
"528",2011,2004,66,"M","2B","CAN"
"529",2011,2005,66,"M","2B","CAN"
"530",2011,2005,63,"M","2B","CAN"
"531",2011,2005,63,"M","2B","CAN"
"532",2011,2006,84,"F","2B","CAN"
"533",2011,2006,88,"F","2B","CAN"
"534",2011,2006,67,"F","2B","CAN"
"535",2011,2007,77,"F","2B","CAN"
"536",2011,2007,90,"F","2B","CAN"
"537",2011,2007,79,"F","2B","CAN"
"538",2011,2008,90,"F","2B","CAN"
"539",2011,2008,71,"F","2B","CAN"
"540",2011,2008,87,"F","2B","CAN"
"541",2011,2009,62,"F","2B","CAN"
"542",2011,2009,66,"M","2B","CAN"
"543",2011,2009,60,"F","2B","CAN"
"544",2011,2010,67,"M","2B","CAN"
"545",2011,2010,69,"F","2B","CAN"
"546",2011,2010,67,"M","2B","CAN"
"547",2011,2011,74,"M","2B","CAN"
"548",2011,2011,84,"F","2B","CAN"
"549",2011,2011,83,"F","2B","CAN"
"550",2011,2013,91,"F","2B","CAN"
"551",2011,2013,85,"F","2B","CAN"
"552",2011,2013,80,"F","2B","CAN"
"553",2011,2014,82,"F","2B","CAN"
"554",2011,2014,89,"F","2B","CAN"
"555",2011,2014,79,"F","2B","CAN"
"556",2011,2015,70,"M","2B","CAN"
"557",2011,2015,88,"F","2B","CAN"
"558",2011,2015,70,"F","2B","CAN"
"559",2011,2016,81,"F","2B","CAN"
"560",2011,2016,74,"F","2B","CAN"
"561",2011,2016,84,"F","2B","CAN"
"562",2011,2017,60,"F","2B","CAN"
"563",2011,2017,66,"M","2B","CAN"
"564",2011,2017,64,"M","2B","CAN"
"565",2011,2018,84,"F","2B","CAN"
"566",2011,2018,52,"M","2B","CAN"
"567",2011,2018,75,"M","2B","CAN"
"568",2011,2019,83,"F","2B","CAN"
"569",2011,2019,79,"F","2B","CAN"
"570",2011,2019,83,"F","2B","CAN"
"571",2011,2020,80,"F","2B","CAN"
"572",2011,2020,83,"F","2B","CAN"
"573",2011,2020,79,"F","2B","CAN"
"574",2011,2021,81,"F","2B","CAN"
"575",2011,2021,82,"F","2B","CAN"
"576",2011,2021,59,"F","2B","CAN"
"577",2011,2023,82,"F","2B","CAN"
"578",2011,2023,83,"F","2B","CAN"
"579",2011,2023,88,"F","2B","CAN"
"580",2011,2024,82,"F","2B","CAN"
"581",2011,2024,82,"F","2B","CAN"
"582",2011,2024,79,"F","2B","CAN"
"583",2011,2025,80,"F","2B","CAN"
"584",2011,2025,78,"F","2B","CAN"
"585",2011,2025,84,"F","2B","CAN"
"586",2011,2026,68,"F","2B","CAN"
"587",2011,2026,61,"M","2B","CAN"
"588",2011,2026,69,"F","2B","CAN"
"589",2011,2027,90,"F","2B","CAN"
"590",2011,2027,77,"F","2B","CAN"
"591",2011,2027,78,"F","2B","CAN"
"592",2011,2028,71,"F","2B","CAN"
"593",2011,2028,79,"F","2B","CAN"
"594",2011,2028,86,"F","2B","CAN"
"595",2011,2029,80,"F","2B","CAN"
"596",2011,2029,87,"F","2B","CAN"
"597",2011,2029,68,"M","2B","CAN"
"598",2011,2030,61,"M","2B","CAN"
"599",2011,2030,69,"F","2B","CAN"
"600",2011,2030,67,"F","2B","CAN"
"601",2011,2031,63,"M","2B","CAN"
"602",2011,2031,57,"F","2B","CAN"
"603",2011,2031,64,"F","2B","CAN"
"604",2011,2032,84,"F","2B","CAN"
"605",2011,2032,91,"F","2B","CAN"
"606",2011,2032,87,"F","2B","CAN"
"607",2011,2033,71,"F","2B","CAN"
"608",2011,2033,74,"F","2B","CAN"
"609",2011,2033,79,"F","2B","CAN"
"610",2011,2034,75,"F","2B","CAN"
"611",2011,2034,76,"F","2B","CAN"
"612",2011,2034,84,"F","2B","CAN"
"613",2011,2035,88,"F","2B","CAN"
"614",2011,2035,92,"F","2B","CAN"
"615",2011,2035,94,"F","2B","CAN"
"616",2011,2037,89,"F","2B","CAN"
"617",2011,2037,80,"F","2B","CAN"
"618",2011,2037,81,"F","2B","CAN"
"619",2011,2038,87,"F","2B","CAN"
"620",2011,2038,79,"F","2B","CAN"
"621",2011,2038,82,"F","2B","CAN"
"622",2011,2039,73,"F","2B","CAN"
"623",2011,2039,84,"F","2B","CAN"
"624",2011,2039,86,"F","2B","CAN"
"625",2011,2040,54,"F","2B","CAN"
"626",2011,2040,90,"F","2B","CAN"
"627",2011,2040,88,"F","2B","CAN"
"628",2011,2041,78,"F","2B","CAN"
"629",2011,2041,66,"F","2B","CAN"
"630",2011,2041,77,"F","2B","CAN"
"631",2011,2042,66,"M","2B","CAN"
"632",2011,2042,61,"F","2B","CAN"
"633",2011,2042,84,"F","2B","CAN"
"634",2011,2043,74,"M","2B","CAN"
