"Year","sex","Age","length","type"
1982,"Female",27,71.60000000000001,"DFO - 5D"
1982,"Female",15,109,"DFO - 5D"
1982,"Female",15,72.5,"DFO - 5D"
1982,"Female",8,100.4,"DFO - 5D"
1982,"Male",4,69.5,"DFO - 5D"
1982,"Male",22,85.80000000000001,"DFO - 5D"
1982,"Male",23,65.3,"DFO - 5D"
1982,"Female",18,91,"DFO - 5D"
1982,"Female",17,102,"DFO - 5D"
1982,"Female",32,82,"DFO - 5D"
1982,"Female",16,92.9,"DFO - 5D"
1982,"Female",19,62.2,"DFO - 5D"
1982,"Female",20,64.3,"DFO - 5D"
1982,"Female",23,110.2,"DFO - 5D"
1982,"Female",30,80,"DFO - 5D"
1982,"Male",35,70.10000000000001,"DFO - 5D"
1982,"Female",32,69.2,"DFO - 5D"
1982,"Female",24,87.10000000000001,"DFO - 5D"
1982,"Female",14,82.4,"DFO - 5D"
1982,"Female",24,70,"DFO - 5D"
1982,"Male",29,73.5,"DFO - 5D"
1982,"Female",31,73.4,"DFO - 5D"
1982,"Male",20,72.7,"DFO - 5D"
1982,"Female",18,112.7,"DFO - 5D"
1982,"Female",13,66.8,"DFO - 5D"
1982,"Female",27,89.2,"DFO - 5D"
1982,"Female",30,74.3,"DFO - 5D"
1982,"Male",21,80.10000000000001,"DFO - 5D"
1982,"Male",20,71.2,"DFO - 5D"
1982,"Male",21,66,"DFO - 5D"
1982,"Female",31,73,"DFO - 5D"
1982,"Male",14,87,"DFO - 5D"
1982,"Male",7,79.30000000000001,"DFO - 5D"
1982,"Female",23,79.7,"DFO - 5D"
1982,"Female",20,87,"DFO - 5D"
1982,"Female",29,67.4,"DFO - 5D"
1982,"Male",18,72.60000000000001,"DFO - 5D"
1982,"Male",34,88.4,"DFO - 5D"
1982,"Male",30,63.2,"DFO - 5D"
1982,"Female",21,66.3,"DFO - 5D"
1982,"Female",40,59.900000000000006,"DFO - 5D"
1982,"Male",28,68.2,"DFO - 5D"
1982,"Female",38,75.2,"DFO - 5D"
1982,"Male",24,59.300000000000004,"DFO - 5D"
1982,"Male",19,68.10000000000001,"DFO - 5D"
1982,"Male",25,79.2,"DFO - 5D"
1982,"Female",26,68.2,"DFO - 5D"
1982,"Male",31,85.4,"DFO - 5D"
1982,"Male",16,77.7,"DFO - 5D"
1982,"Male",32,65.8,"DFO - 5D"
1982,"Female",26,66.4,"DFO - 5D"
1982,"Male",33,70.2,"DFO - 5D"
1982,"Male",31,79.9,"DFO - 5D"
1982,"Male",28,91,"DFO - 5D"
1982,"Female",24,86,"DFO - 5D"
1982,"Female",26,91.10000000000001,"DFO - 5D"
1982,"Female",11,85.2,"DFO - 5D"
1982,"Male",32,76.80000000000001,"DFO - 5D"
1982,"Female",26,84.2,"DFO - 5D"
1982,"Female",19,87.7,"DFO - 5D"
1982,"Female",26,96.4,"DFO - 5D"
1982,"Male",20,77.2,"DFO - 5D"
1982,"Female",37,86.2,"DFO - 5D"
1982,"Male",29,78.80000000000001,"DFO - 5D"
1982,"Female",19,86.60000000000001,"DFO - 5D"
1982,"Female",13,68.60000000000001,"DFO - 5D"
1982,"Female",18,71.4,"DFO - 5D"
1982,"Male",18,69.9,"DFO - 5D"
1982,"Female",22,83.30000000000001,"DFO - 5D"
1982,"Female",36,88.4,"DFO - 5D"
1982,"Female",16,97.60000000000001,"DFO - 5D"
1982,"Male",23,76.10000000000001,"DFO - 5D"
1982,"Male",21,62.6,"DFO - 5D"
1982,"Female",22,86.80000000000001,"DFO - 5D"
1982,"Male",45,73.4,"DFO - 5D"
1982,"Female",18,92.30000000000001,"DFO - 5D"
1982,"Male",33,78.5,"DFO - 5D"
1982,"Female",17,87.9,"DFO - 5D"
1982,"Male",18,70.9,"DFO - 5D"
1982,"Female",20,78.30000000000001,"DFO - 5D"
1982,"Male",30,64.60000000000001,"DFO - 5D"
1982,"Male",19,72.5,"DFO - 5D"
1982,"Male",40,71.3,"DFO - 5D"
1982,"Male",26,73,"DFO - 5D"
1982,"Male",31,71.7,"DFO - 5D"
1982,"Female",38,72.3,"DFO - 5D"
1982,"Female",28,91.4,"DFO - 5D"
1982,"Male",16,71.8,"DFO - 5D"
1982,"Male",15,80.80000000000001,"DFO - 5D"
1982,"Female",54,80.80000000000001,"DFO - 5D"
1982,"Female",21,95.4,"DFO - 5D"
1982,"Male",32,82.4,"DFO - 5D"
1982,"Male",24,81.10000000000001,"DFO - 5D"
1982,"Female",33,81.7,"DFO - 5D"
1982,"Female",24,66.5,"DFO - 5D"
1982,"Female",14,68.8,"DFO - 5D"
1982,"Female",27,61.800000000000004,"DFO - 5D"
1982,"Female",18,73.60000000000001,"DFO - 5D"
1982,"Female",26,78,"DFO - 5D"
1982,"Female",21,94.5,"DFO - 5D"
1982,"Female",32,89.4,"DFO - 5D"
1982,"Male",41,73.9,"DFO - 5D"
1982,"Male",30,69.60000000000001,"DFO - 5D"
1982,"Female",34,64.8,"DFO - 5D"
1982,"Male",33,60.2,"DFO - 5D"
1982,"Male",31,65.10000000000001,"DFO - 5D"
1982,"Female",18,74.9,"DFO - 5D"
1982,"Female",30,85,"DFO - 5D"
1982,"Male",24,64.2,"DFO - 5D"
1982,"Male",40,66.3,"DFO - 5D"
1982,"Female",23,69,"DFO - 5D"
1982,"Male",27,74.60000000000001,"DFO - 5D"
1982,"Female",22,95,"DFO - 5D"
1982,"Female",31,68,"DFO - 5D"
1982,"Male",20,70.3,"DFO - 5D"
1982,"Female",34,76.3,"DFO - 5D"
1982,"Female",22,91.2,"DFO - 5D"
1982,"Female",32,61.900000000000006,"DFO - 5D"
1982,"Female",23,71.8,"DFO - 5D"
1982,"Female",21,80.2,"DFO - 5D"
1982,"Female",21,81.30000000000001,"DFO - 5D"
1982,"Female",16,78.10000000000001,"DFO - 5D"
1982,"Female",28,83.5,"DFO - 5D"
1982,"Female",23,64.7,"DFO - 5D"
1982,"Female",27,62.7,"DFO - 5D"
1982,"Female",20,82.80000000000001,"DFO - 5D"
1982,"Male",26,75.7,"DFO - 5D"
1982,"Female",28,69.8,"DFO - 5D"
1982,"Female",18,69.4,"DFO - 5D"
1982,"Male",17,73.2,"DFO - 5D"
1982,"Male",27,75.9,"DFO - 5D"
1982,"Female",28,97.7,"DFO - 5D"
1982,"Male",36,68,"DFO - 5D"
1982,"Male",22,62.300000000000004,"DFO - 5D"
1982,"Female",22,67.8,"DFO - 5D"
1982,"Male",34,70,"DFO - 5D"
1984,"Male",31,88.4,"DFO - 3C"
1984,"Male",35,84.9,"DFO - 3C"
1984,"Male",33,77.2,"DFO - 3C"
1984,"Female",13,71.8,"DFO - 3C"
1984,"Male",22,77.4,"DFO - 3C"
1984,"Male",30,91.2,"DFO - 3C"
1984,"Female",14,68.3,"DFO - 3C"
1984,"Male",18,88,"DFO - 3C"
1984,"Female",22,80.80000000000001,"DFO - 3C"
1984,"Female",20,76.5,"DFO - 3C"
1984,"Male",22,75.5,"DFO - 3C"
1984,"Male",26,89.2,"DFO - 3C"
1984,"Female",11,60.7,"DFO - 3C"
1984,"Male",38,82.5,"DFO - 3C"
1984,"Female",11,72,"DFO - 3C"
1984,"Male",28,81.30000000000001,"DFO - 3C"
1984,"Female",11,73,"DFO - 3C"
1984,"Female",17,70.4,"DFO - 3C"
1984,"Male",30,84.7,"DFO - 3C"
1984,"Male",44,80.30000000000001,"DFO - 3C"
1984,"Male",32,81.7,"DFO - 3C"
1984,"Female",22,69.10000000000001,"DFO - 3C"
1984,"Male",19,60.1,"DFO - 3C"
1984,"Male",40,87.5,"DFO - 3C"
1984,"Male",27,81.9,"DFO - 3C"
1984,"Male",21,82.2,"DFO - 3C"
1984,"Female",29,73.5,"DFO - 3C"
1984,"Male",28,86.7,"DFO - 3C"
1984,"Male",15,71.2,"DFO - 3C"
1984,"Male",14,64.7,"DFO - 3C"
1984,"Male",25,74.8,"DFO - 3C"
1984,"Male",36,85,"DFO - 3C"
1984,"Male",22,86.80000000000001,"DFO - 3C"
1984,"Female",14,76.5,"DFO - 3C"
1984,"Male",35,82.7,"DFO - 3C"
1984,"Female",18,67.3,"DFO - 3C"
1984,"Male",34,76.5,"DFO - 3C"
1984,"Male",19,70.4,"DFO - 3C"
1984,"Female",20,69.2,"DFO - 3C"
1984,"Male",35,80.10000000000001,"DFO - 3C"
1984,"Male",8,63.1,"DFO - 3C"
1984,"Male",10,75.8,"DFO - 3C"
1984,"Female",22,70.2,"DFO - 3C"
1984,"Male",20,83.80000000000001,"DFO - 3C"
1984,"Female",11,66.4,"DFO - 3C"
1984,"Male",36,88.30000000000001,"DFO - 3C"
1984,"Male",33,88.2,"DFO - 3C"
1984,"Female",24,77.80000000000001,"DFO - 3C"
1984,"Male",30,80,"DFO - 3C"
1984,"Male",29,81.5,"DFO - 3C"
1984,"Male",26,76,"DFO - 3C"
1984,"Male",22,71.5,"DFO - 3C"
1984,"Male",20,68.5,"DFO - 3C"
1984,"Female",14,66.4,"DFO - 3C"
1984,"Female",7,67,"DFO - 3C"
1984,"Male",39,80.2,"DFO - 3C"
1984,"Male",37,82.30000000000001,"DFO - 3C"
1984,"Female",10,74.10000000000001,"DFO - 3C"
1984,"Male",24,77,"DFO - 3C"
1984,"Male",24,77.30000000000001,"DFO - 3C"
1984,"Male",26,85.5,"DFO - 3C"
1984,"Male",18,67.7,"DFO - 3C"
1984,"Male",21,74.2,"DFO - 3C"
1984,"Male",36,76.2,"DFO - 3C"
1984,"Female",19,68.4,"DFO - 3C"
1984,"Male",19,76.3,"DFO - 3C"
1984,"Female",12,70.5,"DFO - 3C"
1984,"Female",20,77.5,"DFO - 3C"
1984,"Male",21,87.4,"DFO - 3C"
1984,"Male",14,74.60000000000001,"DFO - 3C"
1984,"Male",28,83.2,"DFO - 3C"
1984,"Male",32,89.60000000000001,"DFO - 3C"
1984,"Female",18,74.60000000000001,"DFO - 3C"
1984,"Male",11,75.2,"DFO - 3C"
1984,"Female",7,64,"DFO - 3C"
1984,"Female",24,75.10000000000001,"DFO - 3C"
1984,"Female",16,69,"DFO - 3C"
1984,"Female",19,82.7,"DFO - 3C"
1984,"Female",17,77.30000000000001,"DFO - 3C"
1984,"Male",13,64,"DFO - 3C"
1984,"Female",20,95.4,"DFO - 3C"
1984,"Male",36,86.60000000000001,"DFO - 3C"
1984,"Male",20,71.60000000000001,"DFO - 3C"
1984,"Female",24,70.3,"DFO - 3C"
1984,"Female",12,68.5,"DFO - 3C"
1984,"Male",18,70.8,"DFO - 3C"
1984,"Female",9,64.60000000000001,"DFO - 3C"
1984,"Male",10,72,"DFO - 3C"
1984,"Male",21,64.60000000000001,"DFO - 3C"
1984,"Male",40,91.10000000000001,"DFO - 3C"
1984,"Male",13,70,"DFO - 3C"
1984,"Male",8,69.7,"DFO - 3C"
1984,"Female",31,79.60000000000001,"DFO - 3C"
1984,"Male",12,72.4,"DFO - 3C"
1984,"Male",22,67.4,"DFO - 3C"
1984,"Male",23,86.4,"DFO - 3C"
1984,"Female",20,78.30000000000001,"DFO - 3C"
1984,"Female",18,73.10000000000001,"DFO - 3C"
1984,"Male",10,72.60000000000001,"DFO - 3C"
1984,"Male",18,80.9,"DFO - 3C"
1984,"Male",8,72.2,"DFO - 3C"
1984,"Male",22,81.60000000000001,"DFO - 3C"
1984,"Male",35,85.2,"DFO - 3C"
1984,"Female",21,77.60000000000001,"DFO - 3C"
1984,"Male",19,74.9,"DFO - 3C"
1984,"Male",12,71,"DFO - 3C"
1984,"Male",5,63.6,"DFO - 3C"
1984,"Male",12,82.4,"DFO - 3C"
1984,"Female",22,80.9,"DFO - 3C"
1984,"Female",8,70.2,"DFO - 3C"
1984,"Female",29,73.60000000000001,"DFO - 3C"
1984,"Female",19,69.60000000000001,"DFO - 3C"
1984,"Female",26,74.2,"DFO - 3C"
1984,"Male",24,77.80000000000001,"DFO - 3C"
1984,"Male",21,86,"DFO - 3C"
1984,"Male",10,69.60000000000001,"DFO - 3C"
1984,"Male",33,84,"DFO - 3C"
1984,"Female",16,73.2,"DFO - 3C"
1984,"Male",20,83.80000000000001,"DFO - 3C"
1984,"Female",32,81.9,"DFO - 3C"
1984,"Female",28,86.5,"DFO - 3C"
1984,"Male",7,67.7,"DFO - 3C"
1984,"Female",24,90.9,"DFO - 3C"
1984,"Female",20,77.60000000000001,"DFO - 3C"
1984,"Male",22,76,"DFO - 3C"
1984,"Male",12,70.7,"DFO - 3C"
1984,"Male",27,80.7,"DFO - 3C"
1984,"Male",21,75.60000000000001,"DFO - 3C"
1984,"Female",18,77.30000000000001,"DFO - 3C"
1984,"Male",18,79.60000000000001,"DFO - 3C"
1984,"Male",24,81.4,"DFO - 3C"
1984,"Female",12,68.10000000000001,"DFO - 3C"
1984,"Female",24,104.7,"DFO - 3C"
1984,"Male",15,79.60000000000001,"DFO - 3C"
1984,"Male",26,84.2,"DFO - 3C"
1984,"Male",23,70.3,"DFO - 3C"
1984,"Male",20,84.5,"DFO - 3C"
1984,"Female",26,77.80000000000001,"DFO - 3C"
1984,"Male",32,75.60000000000001,"DFO - 3C"
1984,"Male",37,85.60000000000001,"DFO - 3C"
1984,"Female",16,67.3,"DFO - 3C"
1984,"Male",28,74.4,"DFO - 3C"
1984,"Female",35,88.4,"DFO - 3C"
1984,"Female",21,76.2,"DFO - 3C"
1984,"Female",23,76.2,"DFO - 3C"
1984,"Female",27,81.80000000000001,"DFO - 3C"
1984,"Female",8,70.9,"DFO - 3C"
1984,"Male",19,83.60000000000001,"DFO - 3C"
1984,"Male",20,66.10000000000001,"DFO - 3C"
1984,"Male",32,90.7,"DFO - 3C"
1984,"Male",19,84.80000000000001,"DFO - 3C"
1984,"Male",18,72,"DFO - 3C"
1984,"Male",29,80.60000000000001,"DFO - 3C"
1984,"Female",4,58.6,"DFO - 3C"
1984,"Male",18,82,"DFO - 3C"
1984,"Female",30,89.60000000000001,"DFO - 3C"
1984,"Male",25,84.60000000000001,"DFO - 3C"
1984,"Male",23,78.60000000000001,"DFO - 3C"
1984,"Female",16,69.4,"DFO - 3C"
1984,"Male",34,84.30000000000001,"DFO - 3C"
1984,"Female",17,66.7,"DFO - 3C"
1984,"Female",15,76.80000000000001,"DFO - 3C"
1984,"Female",19,72,"DFO - 3C"
1984,"Male",16,82.60000000000001,"DFO - 3C"
1984,"Male",26,83.9,"DFO - 3C"
1984,"Male",27,81.60000000000001,"DFO - 3C"
1984,"Female",27,86.5,"DFO - 3C"
1984,"Female",33,76,"DFO - 3C"
1984,"Male",16,85.30000000000001,"DFO - 3C"
1984,"Female",22,79.60000000000001,"DFO - 3C"
1984,"Female",21,75.2,"DFO - 3C"
1984,"Male",22,69.8,"DFO - 3C"
1984,"Female",11,69,"DFO - 3C"
1984,"Female",17,70.9,"DFO - 3C"
1984,"Male",15,82.10000000000001,"DFO - 3C"
1984,"Female",19,62.5,"DFO - 3C"
1984,"Female",22,69.4,"DFO - 3C"
1984,"Male",18,79.10000000000001,"DFO - 3C"
1984,"Male",26,80.60000000000001,"DFO - 3C"
1984,"Male",24,84.10000000000001,"DFO - 3C"
1984,"Male",14,68,"DFO - 3C"
1984,"Male",32,86.2,"DFO - 3C"
1984,"Male",10,70.60000000000001,"DFO - 3C"
1984,"Male",13,67.9,"DFO - 3C"
1984,"Female",23,81.7,"DFO - 3C"
1984,"Male",19,76.4,"DFO - 3C"
1984,"Male",15,72.2,"DFO - 3C"
1984,"Female",15,71.3,"DFO - 3C"
1984,"Female",14,68.7,"DFO - 3C"
1984,"Male",23,74.5,"DFO - 3C"
1984,"Female",10,71.2,"DFO - 3C"
1984,"Female",10,65,"DFO - 3C"
1984,"Female",17,65.5,"DFO - 3C"
1984,"Female",8,64.5,"DFO - 3C"
1984,"Female",29,78.7,"DFO - 3C"
1984,"Male",10,70.2,"DFO - 3C"
1984,"Male",19,82.80000000000001,"DFO - 3C"
1984,"Male",26,79,"DFO - 3C"
1984,"Male",28,81.2,"DFO - 3C"
1984,"Female",38,81.2,"DFO - 3C"
1984,"Male",15,86.5,"DFO - 3C"
1984,"Male",9,73.7,"DFO - 3C"
1984,"Male",24,78,"DFO - 3C"
1984,"Female",27,73.10000000000001,"DFO - 3C"
1984,"Male",18,74.7,"DFO - 3C"
1984,"Male",19,83,"DFO - 3C"
1984,"Male",23,74,"DFO - 3C"
1984,"Male",16,79.7,"DFO - 3C"
1984,"Female",25,72,"DFO - 3C"
1984,"Female",31,69.5,"DFO - 3C"
1984,"Male",21,80.5,"DFO - 3C"
1984,"Male",30,77.7,"DFO - 3C"
1984,"Female",19,71.10000000000001,"DFO - 3C"
1984,"Male",15,81.80000000000001,"DFO - 3C"
1984,"Male",9,71.4,"DFO - 3C"
1984,"Female",13,71.2,"DFO - 3C"
1984,"Male",18,79.2,"DFO - 3C"
1984,"Male",28,83.5,"DFO - 3C"
1984,"Female",16,76.7,"DFO - 3C"
1984,"Female",10,63.1,"DFO - 3C"
1984,"Female",24,73.9,"DFO - 3C"
1984,"Male",12,76.7,"DFO - 3C"
1984,"Male",29,88.10000000000001,"DFO - 3C"
1984,"Male",25,85.10000000000001,"DFO - 3C"
1984,"Male",9,76.80000000000001,"DFO - 3C"
1984,"Female",12,64.5,"DFO - 3C"
1984,"Male",27,85.7,"DFO - 3C"
1984,"Female",27,73.7,"DFO - 3C"
1984,"Male",12,75.10000000000001,"DFO - 3C"
1984,"Male",16,73.8,"DFO - 3C"
1984,"Male",4,68.60000000000001,"DFO - 3C"
1984,"Male",20,88.60000000000001,"DFO - 3C"
1984,"Male",29,85.4,"DFO - 3C"
1984,"Male",36,87.2,"DFO - 3C"
1984,"Male",18,77.5,"DFO - 3C"
1984,"Male",32,83.30000000000001,"DFO - 3C"
1984,"Male",24,80.4,"DFO - 3C"
1984,"Male",22,79.30000000000001,"DFO - 3C"
1984,"Male",6,66.7,"DFO - 3C"
1984,"Male",27,87.80000000000001,"DFO - 3C"
1984,"Male",22,83.4,"DFO - 3C"
1984,"Male",25,77.9,"DFO - 3C"
1984,"Male",15,79.4,"DFO - 3C"
1984,"Female",16,67.4,"DFO - 3C"
1984,"Male",22,79.80000000000001,"DFO - 3C"
1984,"Male",24,92.4,"DFO - 3C"
1984,"Male",21,81.10000000000001,"DFO - 3C"
1984,"Female",24,87.4,"DFO - 3C"
1984,"Male",18,78.7,"DFO - 3C"
1984,"Male",12,72.7,"DFO - 3C"
1984,"Male",15,70.9,"DFO - 3C"
1984,"Male",29,69.5,"DFO - 3C"
1984,"Female",19,72.4,"DFO - 3C"
1984,"Female",26,78.7,"DFO - 3C"
1984,"Male",29,85.80000000000001,"DFO - 3C"
1984,"Male",24,83.7,"DFO - 3C"
1984,"Female",22,71.4,"DFO - 3C"
1984,"Male",16,78.5,"DFO - 3C"
1984,"Male",25,78.2,"DFO - 3C"
1984,"Male",32,81.2,"DFO - 3C"
1984,"Male",27,73.2,"DFO - 3C"
1984,"Male",27,85.2,"DFO - 3C"
1984,"Male",23,77.10000000000001,"DFO - 3C"
1984,"Male",38,87.7,"DFO - 3C"
1984,"Male",31,87.10000000000001,"DFO - 3C"
1984,"Female",10,60.400000000000006,"DFO - 3C"
1984,"Female",21,83.7,"DFO - 3C"
1984,"Female",23,75.4,"DFO - 3C"
1984,"Male",11,69.9,"DFO - 3C"
1984,"Female",14,71.9,"DFO - 3C"
1984,"Male",22,78.80000000000001,"DFO - 3C"
1984,"Female",15,72.5,"DFO - 3C"
1984,"Female",26,89.4,"DFO - 3C"
1984,"Male",11,69.2,"DFO - 3C"
1984,"Female",19,74.5,"DFO - 3C"
1984,"Female",15,67.7,"DFO - 3C"
1984,"Male",14,76.9,"DFO - 3C"
1984,"Female",20,72.4,"DFO - 3C"
1984,"Male",17,74.2,"DFO - 3C"
1984,"Male",16,92.10000000000001,"DFO - 3C"
1984,"Female",5,65.60000000000001,"DFO - 3C"
1984,"Female",18,70.7,"DFO - 3C"
1984,"Male",22,78.4,"DFO - 3C"
1984,"Male",14,74.3,"DFO - 3C"
1998,"Male",17,72.10000000000001,"DFO - 5E"
1998,"Male",24,76.4,"DFO - 5E"
1998,"Female",22,86.80000000000001,"DFO - 5E"
1998,"Female",23,88.30000000000001,"DFO - 5E"
1998,"Female",26,85.10000000000001,"DFO - 5E"
1998,"Female",20,79.60000000000001,"DFO - 5E"
1998,"Male",16,81.4,"DFO - 5E"
1998,"Female",23,83.5,"DFO - 5E"
1998,"Female",30,89.9,"DFO - 5E"
1998,"Male",12,73.9,"DFO - 5E"
1998,"Male",21,68.9,"DFO - 5E"
1998,"Female",24,96.7,"DFO - 5E"
1998,"Female",24,86,"DFO - 5E"
1998,"Female",27,76,"DFO - 5E"
1998,"Female",17,87.10000000000001,"DFO - 5E"
1998,"Female",15,80,"DFO - 5E"
1998,"Female",23,86.5,"DFO - 5E"
1998,"Female",20,82.2,"DFO - 5E"
1998,"Male",22,81.80000000000001,"DFO - 5E"
1998,"Female",25,99.60000000000001,"DFO - 5E"
1998,"Female",15,71.10000000000001,"DFO - 5E"
1998,"Female",31,88.2,"DFO - 5E"
1998,"Male",18,78.9,"DFO - 5E"
1998,"Male",23,87.30000000000001,"DFO - 5E"
1998,"Female",32,86.4,"DFO - 5E"
1998,"Male",32,80.2,"DFO - 5E"
1998,"Female",22,100.5,"DFO - 5E"
1998,"Female",15,73.3,"DFO - 5E"
1998,"Female",10,78.2,"DFO - 5E"
1998,"Female",24,74.9,"DFO - 5E"
1998,"Female",19,80.5,"DFO - 5E"
1998,"Female",17,78,"DFO - 5E"
1998,"Male",21,76.9,"DFO - 5E"
1998,"Female",17,72.4,"DFO - 5E"
1998,"Female",18,71,"DFO - 5E"
1998,"Male",22,77.60000000000001,"DFO - 5E"
1998,"Male",23,85.2,"DFO - 5E"
1998,"Female",23,86.7,"DFO - 5E"
1998,"Male",11,81.9,"DFO - 5E"
1998,"Female",26,72.4,"DFO - 5E"
1998,"Male",20,78.10000000000001,"DFO - 5E"
1998,"Female",20,79.2,"DFO - 5E"
1998,"Female",18,88.60000000000001,"DFO - 5E"
1998,"Female",21,91.10000000000001,"DFO - 5E"
1998,"Female",23,73.60000000000001,"DFO - 5E"
1998,"Female",22,91.5,"DFO - 5E"
1998,"Female",19,81.5,"DFO - 5E"
1998,"Female",24,81.10000000000001,"DFO - 5E"
1998,"Male",15,75.7,"DFO - 5E"
1998,"Female",21,75.60000000000001,"DFO - 5E"
1998,"Female",20,80.2,"DFO - 5E"
1998,"Male",18,83,"DFO - 5E"
1998,"Female",24,79,"DFO - 5E"
1998,"Male",21,77.5,"DFO - 5E"
1998,"Male",31,84.7,"DFO - 5E"
1998,"Female",17,81.80000000000001,"DFO - 5E"
1998,"Female",24,78.4,"DFO - 5E"
1998,"Male",12,75.5,"DFO - 5E"
1998,"Female",26,85.2,"DFO - 5E"
1998,"Female",21,83,"DFO - 5E"
1998,"Female",16,76.3,"DFO - 5E"
1998,"Female",21,80,"DFO - 5E"
1998,"Female",18,74.4,"DFO - 5E"
1998,"Female",18,74.2,"DFO - 5E"
1998,"Male",23,78.9,"DFO - 5E"
1998,"Male",16,54.6,"DFO - 5A"
1998,"Female",18,63.2,"DFO - 5A"
1998,"Male",18,72.60000000000001,"DFO - 5A"
1998,"Female",25,66.60000000000001,"DFO - 5A"
1998,"Male",14,66.5,"DFO - 5A"
1998,"Female",10,67,"DFO - 5A"
1998,"Male",13,67.8,"DFO - 5A"
1998,"Male",12,67.4,"DFO - 5A"
1998,"Female",18,61.900000000000006,"DFO - 5A"
1998,"Male",17,66.4,"DFO - 5A"
1998,"Male",12,55.7,"DFO - 5A"
1998,"Female",18,65.4,"DFO - 5A"
1998,"Female",12,64.60000000000001,"DFO - 5A"
1998,"Female",14,68.3,"DFO - 5A"
1998,"Male",19,64.4,"DFO - 5A"
1998,"Male",13,74.7,"DFO - 5A"
1998,"Female",14,66.10000000000001,"DFO - 5A"
1998,"Male",24,72.4,"DFO - 5A"
1998,"Female",20,72.10000000000001,"DFO - 5A"
1998,"Female",21,66.60000000000001,"DFO - 5A"
1998,"Male",20,66.2,"DFO - 5A"
1998,"Male",13,74.7,"DFO - 5A"
1998,"Male",18,63.1,"DFO - 5A"
1998,"Male",19,65.4,"DFO - 5A"
1998,"Male",16,68.3,"DFO - 5A"
1998,"Male",13,62.400000000000006,"DFO - 5A"
1998,"Male",9,61.2,"DFO - 5A"
1998,"Male",17,63.5,"DFO - 5A"
1998,"Female",5,57.800000000000004,"DFO - 5A"
1998,"Male",20,70.60000000000001,"DFO - 5A"
1998,"Female",19,74.3,"DFO - 5A"
1998,"Female",18,73.5,"DFO - 5A"
1998,"Female",11,66.4,"DFO - 5A"
1998,"Female",7,57.300000000000004,"DFO - 5A"
1998,"Male",17,69,"DFO - 5A"
1998,"Male",20,68.2,"DFO - 5A"
1998,"Male",9,77.9,"DFO - 5A"
1998,"Female",14,65.60000000000001,"DFO - 5A"
1998,"Male",12,65.8,"DFO - 5A"
1998,"Male",17,62.800000000000004,"DFO - 5A"
1998,"Male",10,64,"DFO - 5A"
1998,"Male",18,60.400000000000006,"DFO - 5A"
1998,"Female",17,64.7,"DFO - 5A"
1998,"Female",10,51.1,"DFO - 5A"
1998,"Female",17,65,"DFO - 5A"
1998,"Male",19,62.400000000000006,"DFO - 5A"
1998,"Male",19,68.4,"DFO - 5A"
1998,"Female",11,69.60000000000001,"DFO - 5A"
1998,"Male",15,66.2,"DFO - 5A"
1998,"Male",17,69.3,"DFO - 5A"
1998,"Male",20,68.60000000000001,"DFO - 5A"
1998,"Male",13,67,"DFO - 5A"
1998,"Female",11,63.5,"DFO - 5A"
1998,"Male",6,61.7,"DFO - 5A"
1998,"Male",20,70.60000000000001,"DFO - 5A"
1998,"Male",17,66,"DFO - 5A"
1998,"Male",15,71,"DFO - 5A"
1998,"Male",15,64.9,"DFO - 5A"
1998,"Male",17,71.5,"DFO - 5A"
1998,"Female",10,60.2,"DFO - 5A"
1998,"Male",21,68.10000000000001,"DFO - 5A"
1998,"Female",14,62.800000000000004,"DFO - 5A"
1998,"Male",19,72.3,"DFO - 5A"
1998,"Male",8,59.2,"DFO - 5A"
1998,"Male",17,67.9,"DFO - 5A"
1998,"Female",12,52.400000000000006,"DFO - 5A"
1998,"Female",11,59.2,"DFO - 5A"
1998,"Female",14,66.5,"DFO - 5A"
1998,"Male",19,63.800000000000004,"DFO - 5A"
1998,"Male",17,61.400000000000006,"DFO - 5A"
1998,"Male",23,63,"DFO - 5A"
1998,"Female",22,111,"DFO - 5A"
1998,"Female",36,103.10000000000001,"DFO - 5A"
1998,"Female",26,100,"DFO - 5A"
1998,"Female",18,91.60000000000001,"DFO - 5A"
1998,"Female",33,96.7,"DFO - 5A"
1998,"Female",24,107.5,"DFO - 5A"
1998,"Male",18,69.8,"DFO - 5A"
1998,"Female",21,107.4,"DFO - 5A"
1998,"Female",38,99.30000000000001,"DFO - 5A"
1998,"Female",37,98,"DFO - 5A"
1998,"Female",24,96.2,"DFO - 5A"
1998,"Female",27,104.30000000000001,"DFO - 5A"
1998,"Female",21,98.2,"DFO - 5A"
1998,"Female",30,117.2,"DFO - 5A"
1998,"Female",18,106.60000000000001,"DFO - 5A"
1998,"Female",17,106.9,"DFO - 5A"
1998,"Female",21,88.9,"DFO - 5A"
1998,"Female",21,108.2,"DFO - 5A"
1998,"Female",18,101.30000000000001,"DFO - 5A"
1998,"Female",26,116.5,"DFO - 5A"
1998,"Female",29,92.2,"DFO - 5A"
1998,"Female",36,93.60000000000001,"DFO - 5A"
1998,"Female",29,99.80000000000001,"DFO - 5A"
1998,"Female",27,95.5,"DFO - 5A"
1998,"Female",33,94.5,"DFO - 5A"
1998,"Female",22,100.4,"DFO - 5A"
1998,"Female",28,94.7,"DFO - 5A"
1998,"Female",11,117,"DFO - 5A"
